path,domain,class,split,group
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/af8921c3-e3f5-434f-a391-cde9cb1fa956___GCREC_Bact.Sp 3384.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_13890160912687550463
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/afa4024c-3912-4e06-8bc4-622a32d59b69___GCREC_Bact.Sp 3790.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17866309414735118785
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/afa683b3-63de-43c1-81c6-deb8210b0d47___GCREC_Bact.Sp 5867.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18443333120213172467
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/afb75fca-bf21-4def-99aa-1fdf5455a95a___GCREC_Bact.Sp 3440.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_55102590073029631
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/afd78d63-13b3-400f-8e9a-1c87f27fa12f___UF.GRC_BS_Lab Leaf 0239.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17361623923446315260
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/aff1cc2d-2667-4546-bfad-0c44d8e1ffa9___GCREC_Bact.Sp 5896.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_16701462335365285871
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/aff5e486-cb79-4e8d-8285-c4c98d909beb___GCREC_Bact.Sp 6120.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18430848996764287107
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/affd3581-6323-43a3-87d6-31f6449fbf2a___GCREC_Bact.Sp 2990.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922166716727520
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0049dbf-cdef-4a85-b6e1-b37ed6bc4cfa___UF.GRC_BS_Lab Leaf 0696.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18444457971122635527
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b042ebf8-61a8-4b00-a544-0704f299e96f___GCREC_Bact.Sp 5954.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922160265953763
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b070b4e5-934e-4dc3-baf0-3f9419eecb86___GCREC_Bact.Sp 5648.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18150565882068403151
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0827469-6ac0-4a9e-baca-ac4763b00f95___GCREC_Bact.Sp 5866.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_16411611553960411647
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0a3026d-9c2e-4615-9e1a-0f14c27632bb___GCREC_Bact.Sp 5902.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_16709412079320286207
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0a74f61-0012-4b6c-b528-bbce1b79c588___GCREC_Bact.Sp 3805.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_14394561871915024895
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0fc7984-f1bf-4d50-b495-0a363445158f___UF.GRC_BS_Lab Leaf 9102.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17357084898928751103
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b0ffcaa8-a798-4904-bceb-518fc36aec43___GCREC_Bact.Sp 6327.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18439922160282697985
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b1229b90-496b-4489-a1ca-cc6fbbeb4fbd___GCREC_Bact.Sp 6260.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_17862333442713243901
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b16f21dc-39eb-45b5-a588-da778fa9ac44___GCREC_Bact.Sp 6351.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18433100813791494599
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b16f9d46-69a2-4774-ab87-50159dc34dcc___GCREC_Bact.Sp 3471.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18411708698457080607
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b174fcf1-c7be-4819-8c91-4b3897b92297___GCREC_Bact.Sp 3195.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17854383288077248511
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b179b3d0-80cf-4dbf-9e88-b3e9b4a93b3b___GCREC_Bact.Sp 3659.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438230280306214898
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b19191da-a846-4e30-85b2-a028e1d85376___UF.GRC_BS_Lab Leaf 8635.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17940367148710686960
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b1ad1aff-89ac-47fb-ba0b-d88f1517a63f___UF.GRC_BS_Lab Leaf 8824.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14330348039183269888
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b1bc2e49-8946-48ee-8b44-8f54270b2d84___GCREC_Bact.Sp 5999.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17862370968400331203
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b1dd4d7d-40ab-40bc-8246-5dabfac9dbd9___GCREC_Bact.Sp 3488.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16700333684531783679
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b2045ca9-7594-4ff9-a2ae-4faef86160ba___GCREC_Bact.Sp 5816.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922160282730945
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b227ea2d-9b5c-48a3-9746-033207311fc6___GCREC_Bact.Sp 3794.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18446728407824728323
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b23d2980-58f7-4e83-b8f2-69214abf4bfc___GCREC_Bact.Sp 3529.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_9238874055648592895
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b25b9bc6-18c7-4dca-a47c-9e0e9652c53d___UF.GRC_BS_Lab Leaf 9307.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_17362762965213567168
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b26ccea5-3d59-45ad-9957-983c2547d915___GCREC_Bact.Sp 6131.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922435143860683
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b29993ed-4d96-499b-ad36-379fda20c9c7___UF.GRC_BS_Lab Leaf 8843.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_1952622821083249856
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b2a40428-4154-4f13-bff6-28c36f4293a9___GCREC_Bact.Sp 3088.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14394491227229749759
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b2b3acc9-66f5-4451-9103-deaca3797430___GCREC_Bact.Sp 3446.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18442734711009821176
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b2e02801-9306-4703-b1cd-d9247fa17a11___GCREC_Bact.Sp 6296.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14953924390563190783
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b34a1119-72d6-4c68-88f2-17ab64ee3457___GCREC_Bact.Sp 3101.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_16709447259384769535
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b391ff43-597e-431d-b3eb-d852e5c9c754___GCREC_Bact.Sp 3758.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922432987890115
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b39d9edd-bcee-456c-b078-e3e286171114___GCREC_Bact.Sp 3656.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438794061344212737
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b3c9f756-9328-46de-989b-a75859b40027___GCREC_Bact.Sp 3403.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16109102101610742783
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b3e6f770-c0fc-4bc1-9e81-81a73899b3a9___UF.GRC_BS_Lab Leaf 0212.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17869155213093421280
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b3f77a28-f60f-46fa-91ff-cdfad5979420___UF.GRC_BS_Lab Leaf 0714.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18446742987133355783
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b4181c58-367b-4289-a1f1-7d0ec04ebf58___GCREC_Bact.Sp 3555.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17578079038583374072
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b433dcf3-c57d-4f5e-9116-5aaeecbaef01___GCREC_Bact.Sp 3715.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18445589512660221952
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b4d6f68b-742e-46b6-83bd-8d13f7bf0796___UF.GRC_BS_Lab Leaf 0242.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_1085102661559060225
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b4ed0e80-0eac-4d10-9e3e-73e34c41d1ac___GCREC_Bact.Sp 5598.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17866872368983490791
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b510960e-d1df-46e6-bc09-d14610011a4b___GCREC_Bact.Sp 3393.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439920232899313911
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b540f78d-2b64-4c23-bc20-2287f63b383f___GCREC_Bact.Sp 6128.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14953924390536938447
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b54854bf-7cc6-4ee4-8189-122c26e75122___GCREC_Bact.Sp 5912.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18444426034779553985
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b5839236-fbe9-4b0d-b80e-9956f2018d64___UF.GRC_BS_Lab Leaf 0471.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17434541962813185792
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b5c376b6-3c0a-46d7-a053-2b3a57168897___UF.GRC_BS_Lab Leaf 9003.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18446703947986026720
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b5f208b2-bfa5-4542-bbd3-265519820575___GCREC_Bact.Sp 6127.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922160282665351
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b64c7a63-777f-4f39-bdb8-92fbdbefbdbd___GCREC_Bact.Sp 3580.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438800667005943809
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b658ae6e-bdd0-4e49-8709-aa6afcb95c22___GCREC_Bact.Sp 5864.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922168872600033
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6693ee1-8345-4796-9b9b-33d968e1e66f___GCREC_Bact.Sp 3097.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17862333304741609975
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b66ad55a-0bf2-4819-90f2-10d4206122e6___GCREC_Bact.Sp 3771.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_2238152157943873789
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6b93fa0-be86-452b-86ff-dc7863af16ba___UF.GRC_BS_Lab Leaf 8785.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18442221812499808512
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6d72c2e-9e41-4215-af23-8e84d94d839f___UF.GRC_BS_Lab Leaf 9065.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17300640335713467520
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6e70a9c-f9c1-457c-826a-81749c540fe5___GCREC_Bact.Sp 5581.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14954070103770235895
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6f247db-9a19-429c-b665-36a0407b230c___GCREC_Bact.Sp 6373.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18429223907832676588
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b6fe0228-c22c-49fb-aac4-496507eb445f___UF.GRC_BS_Lab Leaf 0688.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18446553871133376768
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b700874c-33cd-4e1d-8b84-f6313e31fc56___GCREC_Bact.Sp 5690.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18433167035702739171
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b71909d5-1354-4730-abdd-504679c558be___GCREC_Bact.Sp 5944.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_16700406812792390143
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b72055e8-e855-4c88-a6b1-88955a1b8be3___GCREC_Bact.Sp 5992.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438829520594174459
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b7369ccc-8bb8-462f-a915-d0737d1c87c2___GCREC_Bact.Sp 5646.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17861804715596103935
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b74c5fcf-390e-4fd1-abfc-a78f5c36c631___GCREC_Bact.Sp 3504.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18154539791968994271
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b760ae3c-bca5-48e1-bce3-a03e515dea88___GCREC_Bact.Sp 3322.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17277927511493296579
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b77be1e3-a6c2-44a9-848c-409fbf071e2c___GCREC_Bact.Sp 3824.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17835102260787644367
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b788b9e7-1567-47d1-9e34-1c653a8d03a1___UF.GRC_BS_Lab Leaf 0861.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_3980934939268024079
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b7abb659-e26e-42a0-a9d3-ddee98526b8f___GCREC_Bact.Sp 5748.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_16701461783445080063
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b7b5399c-fbd6-4435-8523-80e9166f1d6a___GCREC_Bact.Sp 6001.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_17574105407876596711
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b7c4e0c0-a388-44e8-9c5c-d2db995557ab___GCREC_Bact.Sp 3667.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438794061352566912
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b7db70a8-ca63-409e-9e60-47dce0ac5164___UF.GRC_BS_Lab Leaf 0646.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17070037665065263296
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8223dd9-c0f5-4e25-8057-1b0bbce7517f___GCREC_Bact.Sp 3402.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17287005062312329667
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8682577-be6c-42a9-9d02-48300363e796___GCREC_Bact.Sp 3498.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16109242830500716799
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8925aa5-0722-4332-abc1-a8ff620328b4___GCREC_Bact.Sp 3604.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18446675360834716423
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8b09399-338a-4e6d-b05b-30b7a24afc43___GCREC_Bact.Sp 3273.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16709414278318293235
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8e606e2-0630-453f-8688-b4350feb2bce___GCREC_Bact.Sp 3033.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17862335508072464639
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8eae33d-0b5a-45c0-a926-001512a72db1___UF.GRC_BS_Lab Leaf 0611.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17863474093325487879
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b8f38ecf-ef8d-47b5-90a3-e937a300a931___GCREC_Bact.Sp 5770.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438794331918746615
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b9072867-69f3-4ea7-9afb-06781b4a4f2f___GCREC_Bact.Sp 3253.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18442737193500836351
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b908a9aa-b8b9-46bd-aef0-9e8d1388608d___GCREC_Bact.Sp 3486.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17574138388909441505
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b90cb55e-b1fb-47b5-90f9-543845814e68___GCREC_Bact.Sp 6029.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_14394564069875092479
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b913f1de-86ed-447d-bb74-9310460de8a9___GCREC_Bact.Sp 3149.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18010354234087801319
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b921c832-358f-4a39-9e62-486d947aae2b___GCREC_Bact.Sp 5888.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18419457523825246659
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b983bd4f-f889-4487-8650-eccc89140382___GCREC_Bact.Sp 6139.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439922168872632705
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b9d33a88-ed9a-4e64-a83e-b3deff976155___GCREC_Bact.Sp 3059.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18432038937867551623
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/b9d57ea9-6651-4a64-a6ec-6551ac190d5c___GCREC_Bact.Sp 3078.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18442174234965934465
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/ba08cd52-37f7-4d42-be7e-9bd8db9d1d66___GCREC_Bact.Sp 3661.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18438795717087658759
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/ba2bdb7a-35c7-4842-a8e0-af3eac603cad___GCREC_Bact.Sp 6034.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17862333583910273527
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/ba30a8ef-d2b9-4c5a-8433-d52e0cdfa6fe___GCREC_Bact.Sp 3202.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18438796535245340801
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/ba6c74fb-f6d1-4561-9b3b-30292b940691___GCREC_Bact.Sp 5657.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14394563794997317631
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bab7f756-d2e7-483e-8155-2bead1b5f4ce___GCREC_Bact.Sp 6313.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_17578606803095187704
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bac40427-ce12-4369-8866-9e48e2f982da___GCREC_Bact.Sp 6092.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_18414945110857941991
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bac8ed42-ef06-44b8-b8da-9947438c63df___GCREC_Bact.Sp 6094.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18430844600873681143
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/badeca64-87ed-439a-b373-b4b872dbe173___GCREC_Bact.Sp 6219.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14376476828720284671
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bb199ebe-f777-4760-adb1-368291627d3d___GCREC_Bact.Sp 5749.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16701462335373542399
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bb72c8b2-9f96-4320-8062-e7b47839a39b___GCREC_Bact.Sp 3266.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18439919409356145039
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bba175d5-0107-4ea9-b485-00d169678afd___GCREC_Bact.Sp 6380.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16393526512368327167
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bc185bd9-5335-4fd5-b426-8c30b56feda3___UF.GRC_BS_Lab Leaf 8782.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16771616946693929465
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bc54f201-4a3b-446f-af60-ea26285893c8___UF.GRC_BS_Lab Leaf 8951.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_4671399117324287
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bc7d9e9e-f2d3-4693-a574-d9486f43b0da___GCREC_Bact.Sp 3593.JPG,lab,tomato_bacterial_spot,test,lab_tomato_bacterial_spot_16083237181488939487
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bc87927b-7858-4d02-ada3-d8dc075bd82b___UF.GRC_BS_Lab Leaf 9048.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18441993208991383815
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bcb2dd59-8278-4bc7-9a7c-0fbc599adbab___UF.GRC_BS_Lab Leaf 8961.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_4484527757383704576
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bcc50c85-c7d1-4da7-a121-e15d028aef69___UF.GRC_BS_Lab Leaf 0295.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18446677566157947655
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bcd94233-e103-4604-8c04-67177af3c7e0___GCREC_Bact.Sp 6233.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18444986510823424449
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bced2a31-d2e8-4dff-9cae-05646085abe5___GCREC_Bact.Sp 5710.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_17862333580693242107
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bcffc5ba-6602-455f-a84c-eb0ad85672bc___UF.GRC_BS_Lab Leaf 0373.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_4548375052727943943
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bd214fe7-7ed1-428e-ac09-c3ee84a9ba24___GCREC_Bact.Sp 5699.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_18415157035256578433
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bd510221-f461-40d9-a959-1ca05a478fd6___GCREC_Bact.Sp 3331.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18438796258220016639
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bd5b5a19-a9b0-4572-9920-8ed728c15804___GCREC_Bact.Sp 3653.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_11461387286164366327
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bd7ff95f-02e5-491a-8bf9-5f2ac2277e7c___UF.GRC_BS_Lab Leaf 0932.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_16713967490199240896
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bd968a32-63e8-4f39-a379-c2e469622250___GCREC_Bact.Sp 3496.JPG,lab,tomato_bacterial_spot,train,lab_tomato_bacterial_spot_14953928797223772671
data/raw/plantvillage/plantvillage dataset/color/Tomato___Bacterial_spot/bdb7245f-e54f-42d9-a60a-3122ee72a398___GCREC_Bact.Sp 3815.JPG,lab,tomato_bacterial_spot,val,lab_tomato_bacterial_spot_18430914961002725505
